disk_tb,hitrate_pct,p50_ms,p95_ms
728.0,82.3996,45.8100,174.0400
729.0,82.3997,45.8100,174.0400
730.0,82.3997,45.8100,174.0400
731.0,82.3998,45.8100,174.0400
732.0,82.3999,45.8100,174.0400
733.0,82.3999,45.8100,174.0400
734.0,82.4000,45.8100,174.0400
735.0,82.4775,45.7500,173.9200
736.0,82.4806,45.7500,173.9200
737.0,82.4838,45.7500,173.9100
738.0,82.4869,45.7400,173.9100
739.0,82.4901,45.7400,173.9000
740.0,82.4933,45.7400,173.9000
741.0,82.4964,45.7400,173.8900
742.0,82.4996,45.7300,173.8900
743.0,82.5966,45.6600,173.7300
744.0,82.5967,45.6600,173.7300
745.0,82.5968,45.6600,173.7300
746.0,82.5969,45.6600,173.7300
747.0,82.5969,45.6600,173.7300
748.0,82.5970,45.6600,173.7300
749.0,82.5971,45.6600,173.7300
750.0,82.5972,45.6600,173.7300
751.0,82.5973,45.6600,173.7300
752.0,82.5974,45.6600,173.7300
753.0,82.5974,45.6600,173.7300
754.0,82.5975,45.6600,173.7300
755.0,82.5976,45.6600,173.7300
756.0,82.5977,45.6600,173.7300
757.0,82.5978,45.6600,173.7300
758.0,82.5979,45.6600,173.7300
759.0,82.5979,45.6600,173.7300
760.0,82.5980,45.6600,173.7300
761.0,82.5981,45.6600,173.7300
762.0,82.5982,45.6600,173.7300
763.0,82.5983,45.6600,173.7300
764.0,82.5984,45.6600,173.7300
765.0,82.5984,45.6600,173.7300
766.0,82.5985,45.6600,173.7300
767.0,82.5986,45.6600,173.7300
768.0,82.5987,45.6600,173.7300
769.0,82.5988,45.6600,173.7300
770.0,82.5989,45.6600,173.7300
771.0,82.5989,45.6600,173.7300
772.0,82.5990,45.6600,173.7300
773.0,82.5991,45.6600,173.7300
774.0,82.5992,45.6600,173.7300
775.0,82.5993,45.6600,173.7300
776.0,82.5994,45.6600,173.7300
777.0,82.5994,45.6600,173.7300
778.0,82.5995,45.6600,173.7300
779.0,82.5996,45.6600,173.7300
780.0,82.5997,45.6600,173.7300
781.0,82.5998,45.6600,173.7300
782.0,82.5999,45.6600,173.7300
783.0,82.6000,45.6600,173.7300
784.0,82.6016,45.6600,173.7200
785.0,82.6055,45.6600,173.7200
786.0,82.6094,45.6500,173.7100
787.0,82.6133,45.6500,173.7100
788.0,82.6172,45.6500,173.7000
789.0,82.6212,45.6500,173.6900
790.0,82.6251,45.6400,173.6900
791.0,82.6290,45.6400,173.6800
792.0,82.6329,45.6400,173.6700
793.0,82.6368,45.6300,173.6700
794.0,82.6408,45.6300,173.6600
795.0,82.6447,45.6300,173.6600
796.0,82.6486,45.6300,173.6500
797.0,82.6525,45.6200,173.6400
798.0,82.6564,45.6200,173.6400
799.0,82.6603,45.6200,173.6300
800.0,82.6643,45.6100,173.6200
801.0,82.6682,45.6100,173.6200
802.0,82.6721,45.6100,173.6100
803.0,82.6760,45.6100,173.6100
804.0,82.6799,45.6000,173.6000
805.0,82.6838,45.6000,173.5900
806.0,82.6878,45.6000,173.5900
807.0,82.6917,45.6000,173.5800
808.0,82.6956,45.5900,173.5700
809.0,82.6995,45.5900,173.5700
810.0,82.7000,45.5900,173.5700
811.0,82.7000,45.5900,173.5700
812.0,82.7000,45.5900,173.5700
813.0,82.7000,45.5900,173.5700
814.0,82.7000,45.5900,173.5700
815.0,82.7000,45.5900,173.5700
816.0,82.7000,45.5900,173.5700
817.0,82.7000,45.5900,173.5700
818.0,82.7000,45.5900,173.5700
819.0,82.7000,45.5900,173.5700
820.0,82.7000,45.5900,173.5700
821.0,82.7000,45.5900,173.5700
822.0,82.7000,45.5900,173.5700
823.0,82.7000,45.5900,173.5700
824.0,82.7000,45.5900,173.5700
825.0,82.7000,45.5900,173.5700
826.0,82.7000,45.5900,173.5700
827.0,82.7000,45.5900,173.5700
828.0,82.7000,45.5900,173.5700
829.0,82.7000,45.5900,173.5700
830.0,82.7000,45.5900,173.5700
831.0,82.7000,45.5900,173.5700
832.0,82.7000,45.5900,173.5700
833.0,82.7000,45.5900,173.5700
834.0,82.7000,45.5900,173.5700
835.0,82.7000,45.5900,173.5700
836.0,82.7000,45.5900,173.5700
837.0,82.7000,45.5900,173.5700
838.0,82.7000,45.5900,173.5700
839.0,82.7000,45.5900,173.5700
840.0,82.7000,45.5900,173.5700
841.0,82.7000,45.5900,173.5700
842.0,82.7000,45.5900,173.5700
843.0,82.7000,45.5900,173.5700
844.0,82.7000,45.5900,173.5700
845.0,82.7000,45.5900,173.5700
846.0,82.7000,45.5900,173.5700
847.0,82.7000,45.5900,173.5700
848.0,82.7000,45.5900,173.5700
849.0,82.7000,45.5900,173.5700
850.0,82.7033,45.5900,173.5600
851.0,82.7090,45.5800,173.5500
852.0,82.7147,45.5800,173.5400
853.0,82.7205,45.5700,173.5300
854.0,82.7262,45.5700,173.5300
855.0,82.7319,45.5700,173.5200
856.0,82.7376,45.5600,173.5100
857.0,82.7433,45.5600,173.5000
858.0,82.7490,45.5500,173.4900
859.0,82.7548,45.5500,173.4800
860.0,82.7604,45.5500,173.4700
861.0,82.7662,45.5400,173.4600
862.0,82.7719,45.5400,173.4500
863.0,82.7776,45.5300,173.4400
864.0,82.7833,45.5300,173.4300
865.0,82.7891,45.5200,173.4200
866.0,82.7947,45.5200,173.4200
867.0,82.7999,45.5200,173.4100
868.0,82.7999,45.5200,173.4100
869.0,82.7999,45.5200,173.4100
870.0,82.7999,45.5200,173.4100
871.0,82.7999,45.5200,173.4100
872.0,82.7999,45.5200,173.4100
873.0,82.7999,45.5200,173.4100
874.0,82.7999,45.5200,173.4100
875.0,82.7999,45.5200,173.4100
876.0,82.7999,45.5200,173.4100
877.0,82.7999,45.5200,173.4100
878.0,82.7999,45.5200,173.4100
879.0,82.7999,45.5200,173.4100
880.0,82.7999,45.5200,173.4100
881.0,82.7999,45.5200,173.4100
882.0,82.7999,45.5200,173.4100
883.0,82.7999,45.5200,173.4100
884.0,82.7999,45.5200,173.4100
885.0,82.7999,45.5200,173.4100
886.0,82.7999,45.5200,173.4100
887.0,82.7999,45.5200,173.4100
888.0,82.7999,45.5200,173.4100
889.0,82.7999,45.5200,173.4100
890.0,82.8000,45.5200,173.4100
891.0,82.8000,45.5200,173.4100
892.0,82.8000,45.5200,173.4100
893.0,82.8000,45.5200,173.4100
894.0,82.8000,45.5200,173.4100
895.0,82.8000,45.5200,173.4100
896.0,82.8000,45.5200,173.4100
897.0,82.8000,45.5200,173.4100
898.0,82.8000,45.5200,173.4100
899.0,82.8000,45.5200,173.4100
900.0,82.8000,45.5200,173.4100
901.0,82.8000,45.5200,173.4100
902.0,82.8000,45.5200,173.4100
903.0,82.8000,45.5200,173.4100
904.0,82.8000,45.5200,173.4100
905.0,82.8000,45.5200,173.4100
906.0,82.8000,45.5200,173.4100
907.0,82.8000,45.5200,173.4100
908.0,82.8000,45.5200,173.4100
909.0,82.8000,45.5200,173.4100
910.0,82.8000,45.5200,173.4100
911.0,82.8000,45.5200,173.4100
912.0,82.8000,45.5200,173.4100
913.0,82.8000,45.5200,173.4100
914.0,82.8000,45.5200,173.4100
915.0,82.8000,45.5200,173.4100
916.0,82.8000,45.5200,173.4100
917.0,82.8000,45.5200,173.4100
918.0,82.8000,45.5200,173.4100
919.0,82.8000,45.5200,173.4100
920.0,82.8000,45.5200,173.4100
921.0,82.8000,45.5200,173.4100
922.0,82.8000,45.5200,173.4100
923.0,82.8000,45.5200,173.4100
924.0,82.8000,45.5200,173.4100
925.0,82.8000,45.5200,173.4100
926.0,82.8000,45.5200,173.4100
927.0,82.8000,45.5200,173.4100
928.0,82.8000,45.5200,173.4100
929.0,82.8000,45.5200,173.4100
930.0,82.8000,45.5200,173.4100
931.0,82.8000,45.5200,173.4100
932.0,82.8000,45.5200,173.4100
933.0,82.8000,45.5200,173.4100
934.0,82.8000,45.5200,173.4100
935.0,82.8000,45.5200,173.4100
936.0,82.8000,45.5200,173.4100
937.0,82.8000,45.5200,173.4100
938.0,82.8000,45.5200,173.4100
939.0,82.8000,45.5200,173.4100
940.0,82.8000,45.5200,173.4100
941.0,82.8000,45.5200,173.4100
942.0,82.8000,45.5200,173.4100
943.0,82.8000,45.5200,173.4100
944.0,82.8000,45.5200,173.4100
945.0,82.8000,45.5200,173.4100
946.0,82.8000,45.5200,173.4100
947.0,82.8000,45.5200,173.4100
948.0,82.8000,45.5200,173.4100
949.0,82.8000,45.5200,173.4100
950.0,82.8000,45.5200,173.4100
951.0,82.8000,45.5200,173.4100
952.0,82.8000,45.5200,173.4100
953.0,82.8000,45.5200,173.4100
954.0,82.8000,45.5200,173.4100
955.0,82.8000,45.5200,173.4100
956.0,82.8000,45.5200,173.4100
957.0,82.8000,45.5200,173.4100
958.0,82.8000,45.5200,173.4100
959.0,82.8000,45.5200,173.4100
960.0,82.8000,45.5200,173.4100
961.0,82.8000,45.5200,173.4100
962.0,82.8000,45.5200,173.4100
963.0,82.8000,45.5200,173.4100
964.0,82.8000,45.5200,173.4100
965.0,82.8000,45.5200,173.4100
966.0,82.8000,45.5200,173.4100
967.0,82.8000,45.5200,173.4100
968.0,82.8000,45.5200,173.4100
969.0,82.8000,45.5200,173.4100
970.0,82.8000,45.5200,173.4100
971.0,82.8000,45.5200,173.4100
972.0,82.8000,45.5200,173.4100
973.0,82.8000,45.5200,173.4100
974.0,82.8000,45.5200,173.4100
975.0,82.8000,45.5200,173.4100
976.0,82.8000,45.5200,173.4100
977.0,82.8000,45.5200,173.4100
978.0,82.8000,45.5200,173.4100
979.0,82.8000,45.5200,173.4100
980.0,82.8000,45.5200,173.4100
981.0,82.8000,45.5200,173.4100
982.0,82.8000,45.5200,173.4100
983.0,82.8000,45.5200,173.4100
984.0,82.8000,45.5200,173.4100
985.0,82.8000,45.5200,173.4100
986.0,82.8000,45.5200,173.4100
987.0,82.8000,45.5200,173.4100
988.0,82.8000,45.5200,173.4100
989.0,82.8000,45.5200,173.4100
990.0,82.8000,45.5200,173.4100
991.0,82.8000,45.5200,173.4100
992.0,82.8000,45.5200,173.4100
993.0,82.8000,45.5200,173.4100
994.0,82.8000,45.5200,173.4100
995.0,82.8000,45.5200,173.4100
996.0,82.8000,45.5200,173.4100
997.0,82.8000,45.5200,173.4100
998.0,82.8000,45.5200,173.4100
999.0,82.8000,45.5200,173.4100
1000.0,82.8000,45.5200,173.4100
1001.0,82.8000,45.5200,173.4100
1002.0,82.8000,45.5200,173.4100
1003.0,82.8000,45.5200,173.4100
1004.0,82.8000,45.5200,173.4100
1005.0,82.8000,45.5200,173.4100
1006.0,82.8000,45.5200,173.4100
1007.0,82.8000,45.5200,173.4100
1008.0,82.8000,45.5200,173.4100
1009.0,82.8000,45.5200,173.4100
1010.0,82.8000,45.5200,173.4100
1011.0,82.8000,45.5200,173.4100
1012.0,82.8000,45.5200,173.4100
1013.0,82.8000,45.5200,173.4100
1014.0,82.8000,45.5200,173.4100
1015.0,82.8000,45.5200,173.4100
1016.0,82.8000,45.5200,173.4100
1017.0,82.8000,45.5200,173.4100
1018.0,82.8000,45.5200,173.4100
1019.0,82.8000,45.5200,173.4100
1020.0,82.8000,45.5200,173.4100
1021.0,82.8000,45.5200,173.4100
1022.0,82.8000,45.5200,173.4100
1023.0,82.8000,45.5200,173.4100
1024.0,82.8000,45.5200,173.4100
1025.0,82.8000,45.5200,173.4100
