disk_tb,hitrate_pct,p50_ms,p95_ms
731.0,82.3998,29.9300,177.3500
732.0,82.3999,29.9300,177.3500
733.0,82.3999,29.9300,177.3500
734.0,82.4000,29.9300,177.3500
735.0,82.4775,29.8600,177.2000
736.0,82.4806,29.8500,177.1900
737.0,82.4838,29.8500,177.1900
738.0,82.4869,29.8500,177.1800
739.0,82.4901,29.8500,177.1800
740.0,82.4933,29.8400,177.1700
741.0,82.4964,29.8400,177.1600
742.0,82.4996,29.8400,177.1600
743.0,82.5966,29.7500,176.9700
744.0,82.5967,29.7500,176.9700
745.0,82.5968,29.7500,176.9700
746.0,82.5969,29.7500,176.9700
747.0,82.5969,29.7500,176.9700
748.0,82.5970,29.7500,176.9600
749.0,82.5971,29.7500,176.9600
750.0,82.5972,29.7500,176.9600
751.0,82.5973,29.7500,176.9600
752.0,82.5974,29.7500,176.9600
753.0,82.5974,29.7500,176.9600
754.0,82.5975,29.7500,176.9600
755.0,82.5976,29.7500,176.9600
756.0,82.5977,29.7500,176.9600
757.0,82.5978,29.7500,176.9600
758.0,82.5979,29.7500,176.9600
759.0,82.5979,29.7500,176.9600
760.0,82.5980,29.7500,176.9600
761.0,82.5981,29.7500,176.9600
762.0,82.5982,29.7500,176.9600
763.0,82.5983,29.7500,176.9600
764.0,82.5984,29.7500,176.9600
765.0,82.5984,29.7500,176.9600
766.0,82.5985,29.7500,176.9600
767.0,82.5986,29.7500,176.9600
768.0,82.5987,29.7500,176.9600
769.0,82.5988,29.7500,176.9600
770.0,82.5989,29.7500,176.9600
771.0,82.5989,29.7500,176.9600
772.0,82.5990,29.7500,176.9600
773.0,82.5991,29.7500,176.9600
774.0,82.5992,29.7500,176.9600
775.0,82.5993,29.7500,176.9600
776.0,82.5994,29.7500,176.9600
777.0,82.5994,29.7500,176.9600
778.0,82.5995,29.7500,176.9600
779.0,82.5996,29.7500,176.9600
780.0,82.5997,29.7500,176.9600
781.0,82.5998,29.7500,176.9600
782.0,82.5999,29.7500,176.9600
783.0,82.6000,29.7500,176.9600
784.0,82.6016,29.7400,176.9600
785.0,82.6055,29.7400,176.9500
786.0,82.6094,29.7400,176.9400
787.0,82.6133,29.7300,176.9300
788.0,82.6172,29.7300,176.9200
789.0,82.6212,29.7300,176.9200
790.0,82.6251,29.7200,176.9100
791.0,82.6290,29.7200,176.9000
792.0,82.6329,29.7100,176.8900
793.0,82.6368,29.7100,176.8800
794.0,82.6408,29.7100,176.8800
795.0,82.6447,29.7000,176.8700
796.0,82.6486,29.7000,176.8600
797.0,82.6525,29.7000,176.8500
798.0,82.6564,29.6900,176.8500
799.0,82.6603,29.6900,176.8400
800.0,82.6643,29.6900,176.8300
801.0,82.6682,29.6800,176.8200
802.0,82.6721,29.6800,176.8100
803.0,82.6760,29.6800,176.8100
804.0,82.6799,29.6700,176.8000
805.0,82.6838,29.6700,176.7900
806.0,82.6878,29.6600,176.7800
807.0,82.6917,29.6600,176.7700
808.0,82.6956,29.6600,176.7700
809.0,82.6995,29.6500,176.7600
810.0,82.7000,29.6500,176.7600
811.0,82.7000,29.6500,176.7600
812.0,82.7000,29.6500,176.7600
813.0,82.7000,29.6500,176.7600
814.0,82.7000,29.6500,176.7600
815.0,82.7000,29.6500,176.7600
816.0,82.7000,29.6500,176.7600
817.0,82.7000,29.6500,176.7600
818.0,82.7000,29.6500,176.7600
819.0,82.7000,29.6500,176.7600
820.0,82.7000,29.6500,176.7600
821.0,82.7000,29.6500,176.7600
822.0,82.7000,29.6500,176.7600
823.0,82.7000,29.6500,176.7600
824.0,82.7000,29.6500,176.7600
825.0,82.7000,29.6500,176.7600
826.0,82.7000,29.6500,176.7600
827.0,82.7000,29.6500,176.7600
828.0,82.7000,29.6500,176.7600
829.0,82.7000,29.6500,176.7600
830.0,82.7000,29.6500,176.7600
831.0,82.7000,29.6500,176.7600
832.0,82.7000,29.6500,176.7600
833.0,82.7000,29.6500,176.7600
834.0,82.7000,29.6500,176.7600
835.0,82.7000,29.6500,176.7600
836.0,82.7000,29.6500,176.7600
837.0,82.7000,29.6500,176.7600
838.0,82.7000,29.6500,176.7600
839.0,82.7000,29.6500,176.7600
840.0,82.7000,29.6500,176.7600
841.0,82.7000,29.6500,176.7600
842.0,82.7000,29.6500,176.7600
843.0,82.7000,29.6500,176.7600
844.0,82.7000,29.6500,176.7600
845.0,82.7000,29.6500,176.7600
846.0,82.7000,29.6500,176.7600
847.0,82.7000,29.6500,176.7600
848.0,82.7000,29.6500,176.7600
849.0,82.7000,29.6500,176.7600
850.0,82.7033,29.6500,176.7500
851.0,82.7090,29.6500,176.7400
852.0,82.7147,29.6400,176.7300
853.0,82.7205,29.6300,176.7200
854.0,82.7262,29.6300,176.7000
855.0,82.7319,29.6200,176.6900
856.0,82.7376,29.6200,176.6800
857.0,82.7433,29.6100,176.6700
858.0,82.7490,29.6100,176.6600
859.0,82.7548,29.6000,176.6500
860.0,82.7604,29.6000,176.6400
861.0,82.7662,29.5900,176.6200
862.0,82.7719,29.5900,176.6100
863.0,82.7776,29.5800,176.6000
864.0,82.7833,29.5800,176.5900
865.0,82.7891,29.5700,176.5800
866.0,82.7947,29.5700,176.5700
867.0,82.7999,29.5600,176.5600
868.0,82.7999,29.5600,176.5600
869.0,82.7999,29.5600,176.5600
870.0,82.7999,29.5600,176.5600
871.0,82.7999,29.5600,176.5600
872.0,82.7999,29.5600,176.5600
873.0,82.7999,29.5600,176.5600
874.0,82.7999,29.5600,176.5600
875.0,82.7999,29.5600,176.5600
876.0,82.7999,29.5600,176.5600
877.0,82.7999,29.5600,176.5600
878.0,82.7999,29.5600,176.5600
879.0,82.7999,29.5600,176.5600
880.0,82.7999,29.5600,176.5600
881.0,82.7999,29.5600,176.5600
882.0,82.7999,29.5600,176.5600
883.0,82.7999,29.5600,176.5600
884.0,82.7999,29.5600,176.5600
885.0,82.7999,29.5600,176.5600
886.0,82.7999,29.5600,176.5600
887.0,82.7999,29.5600,176.5600
888.0,82.7999,29.5600,176.5600
889.0,82.7999,29.5600,176.5600
890.0,82.8000,29.5600,176.5600
891.0,82.8000,29.5600,176.5600
892.0,82.8000,29.5600,176.5600
893.0,82.8000,29.5600,176.5600
894.0,82.8000,29.5600,176.5600
895.0,82.8000,29.5600,176.5600
896.0,82.8000,29.5600,176.5600
897.0,82.8000,29.5600,176.5600
898.0,82.8000,29.5600,176.5600
899.0,82.8000,29.5600,176.5600
900.0,82.8000,29.5600,176.5600
901.0,82.8000,29.5600,176.5600
902.0,82.8000,29.5600,176.5600
903.0,82.8000,29.5600,176.5600
904.0,82.8000,29.5600,176.5600
905.0,82.8000,29.5600,176.5600
906.0,82.8000,29.5600,176.5600
907.0,82.8000,29.5600,176.5600
908.0,82.8000,29.5600,176.5600
909.0,82.8000,29.5600,176.5600
910.0,82.8000,29.5600,176.5600
911.0,82.8000,29.5600,176.5600
912.0,82.8000,29.5600,176.5600
913.0,82.8000,29.5600,176.5600
914.0,82.8000,29.5600,176.5600
915.0,82.8000,29.5600,176.5600
916.0,82.8000,29.5600,176.5600
917.0,82.8000,29.5600,176.5600
918.0,82.8000,29.5600,176.5600
919.0,82.8000,29.5600,176.5600
920.0,82.8000,29.5600,176.5600
921.0,82.8000,29.5600,176.5600
922.0,82.8000,29.5600,176.5600
923.0,82.8000,29.5600,176.5600
924.0,82.8000,29.5600,176.5600
925.0,82.8000,29.5600,176.5600
926.0,82.8000,29.5600,176.5600
927.0,82.8000,29.5600,176.5600
928.0,82.8000,29.5600,176.5600
929.0,82.8000,29.5600,176.5600
930.0,82.8000,29.5600,176.5600
931.0,82.8000,29.5600,176.5600
932.0,82.8000,29.5600,176.5600
933.0,82.8000,29.5600,176.5600
934.0,82.8000,29.5600,176.5600
935.0,82.8000,29.5600,176.5600
936.0,82.8000,29.5600,176.5600
937.0,82.8000,29.5600,176.5600
938.0,82.8000,29.5600,176.5600
939.0,82.8000,29.5600,176.5600
940.0,82.8000,29.5600,176.5600
941.0,82.8000,29.5600,176.5600
942.0,82.8000,29.5600,176.5600
943.0,82.8000,29.5600,176.5600
944.0,82.8000,29.5600,176.5600
945.0,82.8000,29.5600,176.5600
946.0,82.8000,29.5600,176.5600
947.0,82.8000,29.5600,176.5600
948.0,82.8000,29.5600,176.5600
949.0,82.8000,29.5600,176.5600
950.0,82.8000,29.5600,176.5600
951.0,82.8000,29.5600,176.5600
952.0,82.8000,29.5600,176.5600
953.0,82.8000,29.5600,176.5600
954.0,82.8000,29.5600,176.5600
955.0,82.8000,29.5600,176.5600
956.0,82.8000,29.5600,176.5600
957.0,82.8000,29.5600,176.5600
958.0,82.8000,29.5600,176.5600
959.0,82.8000,29.5600,176.5600
960.0,82.8000,29.5600,176.5600
961.0,82.8000,29.5600,176.5600
962.0,82.8000,29.5600,176.5600
963.0,82.8000,29.5600,176.5600
964.0,82.8000,29.5600,176.5600
965.0,82.8000,29.5600,176.5600
966.0,82.8000,29.5600,176.5600
967.0,82.8000,29.5600,176.5600
968.0,82.8000,29.5600,176.5600
969.0,82.8000,29.5600,176.5600
970.0,82.8000,29.5600,176.5600
971.0,82.8000,29.5600,176.5600
972.0,82.8000,29.5600,176.5600
973.0,82.8000,29.5600,176.5600
974.0,82.8000,29.5600,176.5600
975.0,82.8000,29.5600,176.5600
976.0,82.8000,29.5600,176.5600
977.0,82.8000,29.5600,176.5600
978.0,82.8000,29.5600,176.5600
979.0,82.8000,29.5600,176.5600
980.0,82.8000,29.5600,176.5600
981.0,82.8000,29.5600,176.5600
982.0,82.8000,29.5600,176.5600
983.0,82.8000,29.5600,176.5600
984.0,82.8000,29.5600,176.5600
985.0,82.8000,29.5600,176.5600
986.0,82.8000,29.5600,176.5600
987.0,82.8000,29.5600,176.5600
988.0,82.8000,29.5600,176.5600
989.0,82.8000,29.5600,176.5600
990.0,82.8000,29.5600,176.5600
991.0,82.8000,29.5600,176.5600
992.0,82.8000,29.5600,176.5600
993.0,82.8000,29.5600,176.5600
994.0,82.8000,29.5600,176.5600
995.0,82.8000,29.5600,176.5600
996.0,82.8000,29.5600,176.5600
997.0,82.8000,29.5600,176.5600
998.0,82.8000,29.5600,176.5600
999.0,82.8000,29.5600,176.5600
1000.0,82.8000,29.5600,176.5600
1001.0,82.8000,29.5600,176.5600
1002.0,82.8000,29.5600,176.5600
1003.0,82.8000,29.5600,176.5600
1004.0,82.8000,29.5600,176.5600
1005.0,82.8000,29.5600,176.5600
1006.0,82.8000,29.5600,176.5600
1007.0,82.8000,29.5600,176.5600
1008.0,82.8000,29.5600,176.5600
1009.0,82.8000,29.5600,176.5600
1010.0,82.8000,29.5600,176.5600
1011.0,82.8000,29.5600,176.5600
1012.0,82.8000,29.5600,176.5600
1013.0,82.8000,29.5600,176.5600
1014.0,82.8000,29.5600,176.5600
1015.0,82.8000,29.5600,176.5600
1016.0,82.8000,29.5600,176.5600
1017.0,82.8000,29.5600,176.5600
1018.0,82.8000,29.5600,176.5600
1019.0,82.8000,29.5600,176.5600
1020.0,82.8000,29.5600,176.5600
1021.0,82.8000,29.5600,176.5600
1022.0,82.8000,29.5600,176.5600
1023.0,82.8000,29.5600,176.5600
1024.0,82.8000,29.5600,176.5600
1025.0,82.8000,29.5600,176.5600
